id,price,commit,icon,title
7303245,13.90,1300+,自营,京东超市老街口 山核桃味花生500g/袋 炒制薄壳花生坚果零食 每日坚果
5257304,30.00,2600+,自营,胖农 休闲零食 坚果炒货 内蒙原味超大香瓜子恭贺版220g/罐
29401078529,9.90,400+,券6,洽洽 香瓜子308g葵花籽恰恰好 坚果炒货零食办公室小吃 308g*1包
11468105224,49.90,7400+,京东,爱心东东鼠大厨 坚果大礼包 干果零食礼盒送礼送女友孕妇夏威夷果 开心果1094g 超值10袋装大礼包-经典版
5812272,29.90,700+,自营,京东超市8月农莊 原味瓜子480g 坚果炒货 休闲零食 新疆特产干果
4647597,16.80,9400+,自营,俏香阁 坚果炒货 休闲零食 话梅味西瓜子235g/袋
17424735221,39.90,1万+,京东,木乃壳 开口松子净重500g零食坚果特产炒货东北红松子原味  小松子 包邮特价
25811577321,79.90,3400+,京东,爱心东东鼠大厨【立减10元】 每日坚果混合坚果仁750g/盒（30袋）零食大礼包儿童孕妇干果礼盒送礼送女友 每日坚果-1盒装
3918531,44.80,7200+,自营,悠米 坚果炒货 休闲零食 每日坚果开心果190g/罐（新老包装随机发货）
1540794075,148.00,100+,,美国进口kirkland原味生大杏仁扁桃仁1360g进口坚果（生）
4533188,12.80,1.2万+,自营,悠米 坚果炒货 休闲零食 原味葵花籽仁罐装190g
4462103,12.80,1.1万+,自营,京东超市俏香阁 坚果炒货 每日坚果 休闲零食 多味花生220g/袋
3753889,11.80,6000+,自营,华味亨 五香味香瓜子260g/袋 坚果 休闲食品 零食
2201081,8.80,5400+,自营,来伊份 坚果炒货 休闲零食 台湾风味特产 多味花生186g/袋
3650431,29.90,1.1万+,自营,京东超市嘀嗒猫 每日坚果 果干坚果 核桃仁扁桃仁腰果蓝莓干混合果仁零食大礼包 175g
4664459,19.90,2200+,自营,相府果子 坚果炒货 休闲零食 奶香味带壳花生500g
30672389405,99.00,300+,满1,全球购SlimFast 英国进口蛋白棒 代餐能量棒男女饱腹零食 坚果焦糖 3盒装
4647577,27.90,3400+,自营,京东超市ileven 坚果食光 坚果炒货 休闲零食 原味小吃 开心果138g/袋
1261890,23.90,6.5万+,自营,京东超市新农哥 坚果炒货 薄皮大核桃 熟纸皮核桃 200g/袋
1020291181,49.80,2800+,京东,京东超市良品铺子 手剥松子120g开口松子坚果干果零食 巴西松子 手剥炒货干果
31816756896,159.00,600+,京东,风诺 坚果炒货每日坚果礼盒休闲零食混合果仁 25gx30包
32867049953,46.80,300+,赠,【恒滋冠】新疆原味瓜子156g/袋 喀润佳品小包装葵花籽坚果炒货量贩PK傻老大 156g/袋 5袋品尝装
30036121069,168.00,100+,券6,傻老大 原味瓜子216g/罐 坚果炒货办公休闲零食 新疆特产 大葵花籽 原味葵瓜子 颗粒饱满 216g*6罐
3778974,11.90,5500+,自营,京东超市粒上皇 坚果炒货干果零食小吃特产 原味葵瓜子 168g
1757262825,39.90,2.3万+,券9,洽洽 【满188减100】 开心果自然开口无漂白特产每日坚果炒货零食150g*1袋 盐焗味 1袋
10003557132,129.00,900+,京东,松灵 2018年新货 巴西松子原味手剥松子迷你包装500克*1大颗粒 坚果炒货零食品
10464220146,33.00,9400+,,悠享佳 南瓜子仁500g 内蒙古特产南瓜子仁原味 真空装 零食 坚果 天然原味(生) 真空装
5606754,35.90,3600+,自营,京东超市甘源 原味豆仁组合 烘焙青豆+黑豆+黄豆 坚果炒货 休闲零食小包装 500g/盒
32419319922,138.00,80+,券1,孕妇款每日混合坚果零食无添加怀孕期吃的营养组合装休闲食品30天 30天装买一送一送7天装
3461977,79.00,7900+,自营,京东超市ileven 坚果食光 休闲零食 炒货特产 坚果零食 开口榛子300g
10323655440,15.90,1万+,京东,粒上皇【满199减120】奶油味葵瓜子168g 坚果炒货干果零食小吃特产葵花籽
22621815525,39.80,1900+,券1,俏香阁 手剥山核桃158g/袋 每日坚果干果零食坚果炒货临安特产小核桃
8528918,59.00,100+,自营,京东超市粒上皇 乐享下午茶礼盒620g 休闲零食坚果炒货办公室大礼包7袋
10002044026,38.00,5700+,,黄飞红 麻辣小鱼干花生98g*3袋 黄飞鸿花生米坚果零食
10151633105,19.90,6000+,京东,粒上皇 原味葵瓜子168g*2袋 坚果炒货干果零食小吃特产葵花籽
25783431697,79.00,300+,,果夫子 新疆特产孕妇零食坚果阿克苏薄皮核桃5斤礼盒装内配夹子
12170697499,17.90,6300+,京东,满199减120 楼兰蜜语_兰花豆215g/袋 坚果炒货特产零食小吃蚕豆下酒菜牛肉味
5501456,23.80,5900+,自营,京东超市刺猬阿甘 坚果炒货每日坚果零食 手剥巴旦木150g*1袋
10419788550,125.00,4000+,,悠享佳 夏威夷果仁原味整粒 450g装  坚果零食 原味焙烤
15236051173,258.00,100+,,俏香阁 坚果礼盒 福玉满堂1761g（10包）每日坚干果夏威夷果碧根果巴旦木腰果零食大礼包 共10袋
1069300837,8.90,1.3万+,,三只松鼠 奶香花生150g休闲零食坚果炒货带壳奶香味
29747017092,15.90,1500+,京东,粒上皇【满199减120】南瓜子168g  坚果炒货干果零食小吃特产 南瓜子仁小包装
7154822,26.90,400+,自营,京东超市三胖蛋 南瓜子 休闲零食坚果炒货 盐焗味南瓜籽 180g/罐
20883024985,39.80,300+,,爱心东东都市余味 每日坚果182g  休闲零食 混合果仁年货坚果炒货礼盒春节礼品（26g*7包)
10999379056,99.00,3500+,京东,臻味 天天每日坚果礼盒混合干果坚果休闲早餐零食坚果炒货大礼包 A款(27g*20袋）
10324222322,38.90,1800+,京东,京东超市沃隆 每日坚果 坚果炒货 零食干果 原味烘焙 新货 腰果150g/罐
5520585,9.90,5200+,自营,京东超市一品巷子 坚果炒货休闲零食 牛肉味兰花豆300g/袋
13930642770,198.00,2000+,京东,沃隆 【妈妈款】每日坚果天天坚果孕妇休闲零食大礼包混合原味干果 35g*30包
4821400,9.90,9.1万+,自营,京东超市良品铺子黑米锅巴零食麻辣味90后怀旧零食膨化食品休闲零食小吃90g
12460932601,66.90,1.5万+,券1,满199减120 楼兰蜜语 炭烧腰果215g 零食坚果炒货干果特产腰果仁
10142193320,29.90,6800+,京东,粒上皇 巴旦木仁228g 坚果炒货干果零食特产扁桃仁
1362759030,156.00,700+,,【限时特惠】美国进口赛欧蜂蜜香烤混合坚果仁850g 腰果扁桃仁开心果山核桃 营养下午茶进口
27995849031,49.90,100+,,【满188减100】果园老农 盐焗腰果150g 非油炸腰果仁坚果休闲零食炒货特产
31063959331,49.00,40+,每满,红云核桃【满6免1】云南蜂蜜核桃仁200克铝膜袋装10克x20袋真空包装节日出游休闲食品零食坚果
12461262353,55.90,600+,券2,新农哥 满199减120每日果仁坚果芒果猕猴桃干混合坚果仁175g果仁送礼
29000555468,52.90,3700+,京东,粒上皇 巴旦木仁228g*2袋 坚果炒货干果零食特产扁桃仁
100000317311,65.80,20+,自营,京东超市秋滋叶临安山核桃仁坚果零食特产新货少糖小核桃仁肉原味188g
10422345466,49.90,700+,京东,百草味 琥珀核桃仁168gx3袋 坚果干果零食 云南特产 纸皮核桃仁
1013792077,59.90,3.2万+,券6,三只松鼠 盐焗腰果185gx2袋零食坚果干果炒货特产腰果仁
10263087517,27.90,4500+,满5,新农哥 每日坚果25gx7袋混合坚果零食黑加仑核桃坚果仁独立小包装食品坚果小吃坚果早餐
32154165153,55.00,2,,手剥开口松子500g椒盐口味咸味大颗粒坚果炒货零食东北特产
28898166607,22.90,500+,,爱心东东老街口 坚果炒货 休闲零食 盐焗味南瓜子仁500g/袋
1017890846,14.90,9.9万+,京东,京东超市满199减120_百草味 蟹香瓜子仁158g 零食炒货特产 蟹香味葵花籽仁 MJ
18451593949,11.80,5600+,京东,沃隆 【领券199-100】每日坚果 混合果仁 零食坚果炒货 成人款25g*1袋
22494093594,79.90,50+,,百分果 每日坚果8种混合果仁26g/袋干果礼盒 办公休闲零食 成人款780g
15019425741,69.00,1500+,券1,俏香阁 坚果炒货组合551g每日坚果夏威夷果巴旦木兰花豆休闲零食下午茶食品 共3袋
30762102184,68.00,600+,京东,粒上皇【满199减120】每日坚果175g 孕妇儿童综合果仁混合坚果 零食大礼包干果7袋
11332005444,59.90,200+,券1,姚生记 临安特产小核桃仁山核桃仁办公室零食每日坚果炒货独立小包休闲食品 160g罐装 原香味
100000160413,29.90,400+,自营,澳大利亚进口 栗祺（Lucky）盐烤混合坚果 盐焗味 (巴旦木仁、花生、腰果、榛子) 休闲零食 什锦干果100g
5091897,148.00,4400+,自营,京东超市果园老农 量贩送礼坚果礼盒 干果零食8袋装礼包 果园礼1238g
11881542555,138.00,1000+,京东,京东超市艾贝拉 干果礼盒每日坚果天天坚果750克 30袋 礼盒25g*30袋装750g
11819906573,49.90,1800+,券9,爱心东东鼠大厨 零食大礼包1054g 坚果礼盒干果休闲夏威夷果巴旦木送女友 孕妇零食 儿童零食一整箱 坚果大礼包10袋装-阖家欢
1132336,9.50,7800+,自营,京东超市正林 休闲食品 坚果炒货 香瓜子260g
27268510682,29.90,100+,,爱心东东老街口   手剥巴旦木200g 特产零食坚果炒货干果薄壳扁桃仁奶油味
15018768740,62.80,3100+,,俏香阁 坚果炒货组合978g每日坚果蟹黄瓜子仁兰花豆紫薯多味花生板栗仁休闲零食大礼包 共5袋
3311172,24.90,4200+,自营,京东超市阿甘正馔 甘小美混合果干坚果仁 坚果零食176g/袋
10004032689,39.90,4500+,,童年记 长白山香瓜子500gx4袋 独立小包五香味葵花籽新货坚果炒货干果休闲零食
5896516,37.50,1200+,自营,京东超市果园老农 坚果炒货 碧根果干果零食 碧根果 美国山核桃仁98g
15703200417,12.80,1800+,,俏香阁 蟹黄蚕豆235g/袋 每日坚果休闲零食特产炒货蚕豆豆瓣 1袋装
1489624986,20.80,9000+,券1,苏太太 百寿南瓜子熟 盐焗原味生南瓜籽 小包装坚果农家特产炒货零食 500g 盐焗口味
27141422139,9.90,300+,券2,爱心东东亲别找啦【199减120】炒熟黄豆138g/罐 坚果炒货 休闲零食 香酥可口 黄豆
18023894570,39.90,100+,免邮,爱心东东刺猬阿甘 【199减120】手剥巴旦木 每日坚果炒货休闲零食零食150g*1袋
13647708974,29.90,1300+,,新农哥 满199减120休闲零食开心果98g 无漂白 坚果炒货 干货特产小吃食品 98g
17200209689,49.90,6500+,,华味亨 【满199减120】 盐焗/香辣腰果158g*1袋 坚果炒货小吃零食品 腰果仁 盐焗腰果158g*1袋
5501462,31.80,2700+,自营,京东超市刺猬阿甘 碧根果 零食坚果干果炒货奶香味150g*1袋
100000073678,12.90,200+,自营,京东超市百草味  坚果休闲零食花生米炒货办公室小吃 麻辣花生100g
1779078204,246.00,200+,,詹氏 红动中国礼盒礼品 105g*4罐 安徽特产山核桃仁 新货 山核桃仁年货坚果礼盒
27378305400,196.00,100+,,贝脆思（bagogrins） 每日坚果混合果粒500g*2盒 礼盒装坚果大礼包零食炒货果干节日礼盒
16385290304,58.90,60+,满9,尚珍 优品 坚果炒货休闲食品零食 腰果 260g
4647595,26.80,4100+,自营,京东超市ileven 坚果食光 坚果炒货 休闲零食小吃 奶油味 夏威夷果138g/袋
5663866,11.80,5700+,自营,京东超市蜀道香 坚果炒货 休闲零食 麻辣味香酥花生118g
27351877531,29.90,100+,,爱心东东老街口 满199减120焦糖花生500g 休闲零食网红零食坚果炒货干果带壳散装批
13725780807,12.80,3100+,,俏香阁 兰花豆牛肉味235g/袋 每日坚果 办公休闲食品 坚果零食下午茶小吃 1袋装
11043501118,49.90,7100+,,洽洽 【满188减100】 炭烧腰果190g*1袋香脆腰果坚果炒货休闲零食
1937768,59.90,3500+,自营,京东超市华味亨 手剥山核桃 核桃山核桃临安奶油味 坚果干果  128g/袋零食品小吃
24292943741,31.00,300+,京东,网易严选 坚果集合果仁缤纷 休闲零食坚果炒货 160克
16202817964,139.00,300+,,俏香阁 红松松子158g/袋*3 每日坚果坚果炒货零食干果特产东北开口松子 共3袋
10002133233,59.90,900+,,黄飞红 麻辣花生110g*10袋装 黄飞鸿花生米坚果零食 麻辣炒炸花生米
28515525877,15.90,2200+,京东,粒上皇【满199减120】多味花生198g 微辣口味 坚果炒货 休闲零食
26748113745,75.00,400+,,马一芳 新疆薄皮核桃2500g 新疆特产坚果零食散装5斤核桃批发 原味非纸皮 2018新货 袋装5斤 原味袋核桃5斤
15699323051,16.80,2300+,,俏香阁 话梅西瓜子235g/袋 每日坚果休闲零食小吃坚果炒货大颗粒瓜子 1袋装
30671589705,89.00,70+,赠,粒上皇 乐享下午茶礼盒620g 每日坚果 中秋送礼 零食大礼包7袋
26833539940,67.90,500+,赠,【安庆馆】洽洽每日坚果26g/袋 恰恰混合坚果综合果仁果干零食 26g*14袋
7741477,146.00,200+,自营,张小盒每日坚果 休闲零食 坚果炒货 7种坚果果干 月光宝盒30袋礼盒 750g/盒（25g*30袋）
27421191728,18.90,1.7万+,,美核家（Meihejia） 每日坚果礼包燕麦脆 酸奶伴侣孕妇休闲零食大礼包 早餐谷物什锦果营养代餐 7袋装（7*25g）共175g
7516314,89.00,300+,自营,京东超市越南进口 元实(Ontrue) 原味腰果400g 孕妇 休闲零食 坚果 无添加
1001892705,37.90,1900+,2件,新农哥 水煮山核桃218g临安黑籽核桃 坚果炒货
11468105224,49.90,7400+,京东,爱心东东鼠大厨 坚果大礼包 干果零食礼盒送礼送女友孕妇夏威夷果 开心果1094g 超值10袋装大礼包-经典版
3926412,45.30,5300+,自营,京东超市中国台湾零食 即品 坚果 荟萃干果 果干果仁组合腰果180g罐
10888350463,33.90,3万+,每满,百草味 仁仁果175g 每日坚果 混合果仁 休闲零食综合干果 学霸款7袋/盒
1937838,14.90,7300+,自营,京东超市华味亨 煮瓜子260g/袋 休闲食品 零食 坚果 葵花籽 办公零食小吃
28034352999,39.50,700+,免邮,绿岭 纸皮烤核桃满99减50多味薄皮大核桃国庆108g*3袋 孕妇儿童休闲办公室零食每日坚果天天 蜂蜜味108g*3
25104031322,69.00,20+,券6,小心机 原味坚果组合花生仁腰果坚果零食 组合 腰果+花生仁
1011542270,19.90,8500+,2件,新农哥 小白杏200g×2袋 坚果零食 干果 硬壳杏仁奶香味
20458858520,89.80,300+,每满,【买一箱送一箱】宝珠山薄皮核桃礼盒1500g 山核桃年新货批发干果坚果炒货新鲜 薄皮核桃1.5kg
5894478,99.00,3.9万+,自营,京东超市一品玉 阿克苏核桃量贩装2500g 休闲零食 坚果炒货
12293765706,75.90,600+,每满,甘源 每日综合果仁A套餐100g*4 礼盒休闲零食每日坚果 独立小包
8477605,22.90,900+,厂商,京东超市百草味  裹衣夏威夷果仁80g  椰蓉黄油风味  夏威夷果坚果干果办公室休闲零食罐装
1937849,47.50,1000+,自营,京东超市华味亨 烧烤味扁桃核228g/袋 休闲食品 坚果 每日坚果零食小吃
26751822138,9.90,4200+,券2,爱心东东【满199减120】亲别找啦 焦糖瓜子108g/罐 葵花籽香瓜子 坚果炒货 焦糖瓜子
1451454767,38.00,2700+,,北域珍奇 东北野生生松子 坚果炒货 大颗粒未加工500g  东北特产休闲零食
30029735841,47.90,100+,京东,粒上皇 巴旦木仁120g*3袋 坚果炒货干果零食特产扁桃仁
10018421828,99.00,7000+,券2,沃隆 每日坚果 混合干果仁坚果零食  休闲零食 每日坚果A款25gX10袋+B款25gX10袋
1023781224,55.90,3600+,,百草味 烘焙腰果190gx2袋装越南腰果仁坚果干果特产
1362759030,156.00,700+,,【限时特惠】美国进口赛欧蜂蜜香烤混合坚果仁850g 腰果扁桃仁开心果山核桃 营养下午茶进口
27995849031,49.90,100+,,【满188减100】果园老农 盐焗腰果150g 非油炸腰果仁坚果休闲零食炒货特产
31063959331,49.00,40+,每满,红云核桃【满6免1】云南蜂蜜核桃仁200克铝膜袋装10克x20袋真空包装节日出游休闲食品零食坚果
12461262353,55.90,600+,券2,新农哥 满199减120每日果仁坚果芒果猕猴桃干混合坚果仁175g果仁送礼
18608764686,95.00,1800+,券1,山萃（SUNDRY） 中粮每日坚果高端混合坚果仁孕妇儿童零食原味DIY礼盒8种果仁 25g*18袋散装
29000555468,52.90,3700+,京东,粒上皇 巴旦木仁228g*2袋 坚果炒货干果零食特产扁桃仁
100000317311,65.80,20+,自营,京东超市秋滋叶临安山核桃仁坚果零食特产新货少糖小核桃仁肉原味188g
10422345466,49.90,700+,京东,百草味 琥珀核桃仁168gx3袋 坚果干果零食 云南特产 纸皮核桃仁
633944,27.90,3200+,自营,京东超市加州原野 坚果炒货 休闲零食 精选碧根果228g/袋
10263087517,27.90,4500+,满5,新农哥 每日坚果25gx7袋混合坚果零食黑加仑核桃坚果仁独立小包装食品坚果小吃坚果早餐
32154165153,55.00,2,,手剥开口松子500g椒盐口味咸味大颗粒坚果炒货零食东北特产
28898166607,22.90,500+,,爱心东东老街口 坚果炒货 休闲零食 盐焗味南瓜子仁500g/袋
18451593949,11.80,5600+,京东,沃隆 【领券199-100】每日坚果 混合果仁 零食坚果炒货 成人款25g*1袋
1017890846,14.90,9.9万+,京东,京东超市满199减120_百草味 蟹香瓜子仁158g 零食炒货特产 蟹香味葵花籽仁 MJ
7192478,15.90,1800+,自营,京东超市甘源 坚果炒货 南瓜子 盐焗味 休闲零食 小包装 218g
1180155445,42.90,6800+,,童年记 碧根果500g独立小包 坚果炒货干果特产山核桃奶油味 长寿果 新货散装
22494093594,79.90,50+,,百分果 每日坚果8种混合果仁26g/袋干果礼盒 办公休闲零食 成人款780g
13614822705,15.80,600+,券5,蜀道香 满199-120 怪味胡豆198g 休闲零食兰花豆 坚果炒货特产 麻辣味怪味蚕豆 198
7368647,29.90,1700+,厂商,京东超市百草味 零食坚果特产榛果 清香饱满大颗粒 开口榛子180gx2袋
15314266888,49.90,1200+,券1,满199减120_西域美农 椒盐巴旦木仁250g 新疆特产坚果 椒盐扁桃仁干果零食
5140624,57.60,1600+,自营,京东超市阿甘正馔 休闲零食 什锦坚果炒货办公室混合坚果仁 美姿280g/罐
10936638751,45.80,100+,2件,新加坡进口坚果 骆驼牌开心果盐味150g/袋装 坚果休闲零食品 孕妇儿童零食
10149282706,12.90,1700+,京东,粒上皇 蒜香花生158gx2袋 坚果炒货干果零食小吃特产
11621213081,30.90,1.5万+,券1,满199减120 楼兰蜜语_碧根果150g/袋 坚果炒货特产零食长寿果山核桃干果奶油味
11005230388,149.00,1500+,京东,新农哥 缤纷果仁礼盒每日果仁礼盒30gx30袋混合坚果杏仁腰果核桃仁儿童孕妇零食
26842634619,39.90,500+,京东,京东超市【两份减5元】汤姆农场Tom's Farm 蜂蜜黄油扁桃仁30g*5袋组合装非杏仁坚果炒货非巴坦木 5口味混合5袋
10190732264,79.90,800+,,如水 _琥珀核桃仁530g 琥珀核桃仁坚果仁干果休闲零食
18023894570,39.90,100+,免邮,爱心东东刺猬阿甘 【199减120】手剥巴旦木 每日坚果炒货休闲零食零食150g*1袋
13647708974,29.90,1300+,券1,新农哥 满199减120休闲零食开心果98g 无漂白 坚果炒货 干货特产小吃食品 98g
17200209689,49.90,6500+,券1,华味亨 【满199减120】 盐焗/香辣腰果158g*1袋 坚果炒货小吃零食品 腰果仁 盐焗腰果158g*1袋
5501462,31.80,2700+,自营,京东超市刺猬阿甘 碧根果 零食坚果干果炒货奶香味150g*1袋
100000073678,12.90,200+,自营,京东超市百草味  坚果休闲零食花生米炒货办公室小吃 麻辣花生100g
1779078204,246.00,200+,券1,詹氏 红动中国礼盒礼品 105g*4罐 安徽特产山核桃仁 新货 山核桃仁年货坚果礼盒
27378305400,196.00,100+,,贝脆思（bagogrins） 每日坚果混合果粒500g*2盒 礼盒装坚果大礼包零食炒货果干节日礼盒
16385290304,58.90,60+,满9,尚珍 优品 坚果炒货休闲食品零食 腰果 260g
4647595,26.80,4100+,自营,京东超市ileven 坚果食光 坚果炒货 休闲零食小吃 奶油味 夏威夷果138g/袋
7639239,115.00,400+,自营,京东超市黄金田园 孕妇干果 混合坚果 成人款每日坚果900g/盒（30袋*30克）
11058217969,128.00,1000+,满2,稻香村 每日坚果（25g*30包）天天干果礼盒 混合儿童孕妇老年人吃的零食品送礼大礼包 天天坚果礼盒 每日坚果25g*30袋
1211359756,29.90,3.2万+,,百草味 炭烧腰果190g 坚果炒货 腰果仁干果 休闲零食特产 盐焗味
27351877531,29.90,100+,券2,爱心东东老街口 满199减120焦糖花生500g 休闲零食网红零食坚果炒货干果带壳散装批
13725780807,12.80,3100+,券1,俏香阁 兰花豆牛肉味235g/袋 每日坚果 办公休闲食品 坚果零食下午茶小吃 1袋装
11043501118,49.90,7100+,,洽洽 【满188减100】 炭烧腰果190g*1袋香脆腰果坚果炒货休闲零食
1391025951,19.00,2200+,券1,来伊份【领券满199元减120元】 来伊份麻香花生豆250g休闲零食特产坚果炒货麻辣花生米下酒菜
15354301127,13.90,2200+,,华味亨 【满199减120】 蜂蜜黄油味扁桃仁35g  坚果杏仁果仁休闲零食品便携包装 35g*1袋
1937838,14.90,7300+,自营,京东超市华味亨 煮瓜子260g/袋 休闲食品 零食 坚果 葵花籽 办公零食小吃
17025930632,18.80,400+,券1,苏太太 椒盐香瓜子 盐焗味葵花子 农家特产炒货 小包装坚果零食 400g 盐焗味
10002133233,59.90,900+,,黄飞红 麻辣花生110g*10袋装 黄飞鸿花生米坚果零食 麻辣炒炸花生米
1861037,12.00,6.9万+,自营,京东超市洽洽 休闲零食 板栗 熟板栗仁100g/袋
10704831782,16.90,1100+,京东,京东超市百草味 南瓜子160gx2袋 坚果炒货 休闲零食 农家特产 盐焗味
19922870312,89.00,8900+,,艾贝拉 每日坚果混合果仁孕妇儿童休闲零食小吃礼盒装750g 30日装
1419980414,16.70,200+,券9,恒康 _蜂蜜桃仁125g 坚果干果果仁纸皮核桃核桃仁
10149781517,18.90,2600+,京东,粒上皇 五香味葵瓜子168g*3袋 坚果炒货干果零食小吃特产葵花籽
1229293,26.50,1500+,自营,京东超市华味亨 坚果炒货 干果仁 精选扁桃仁 巴旦木仁150g/袋零食品小吃
4352663,15.00,2500+,自营,京东超市坚果嘿帮 休闲零食 原味核桃仁 100g/罐
10378915525,27.90,1.9万+,券1,【安庆馆】野娃小炒五香花生米750g罐 新货休闲零食坚果炒货小吃
28921714331,148.00,500+,京东,京东超市【沃尔玛】沃隆 每日坚果 6种搭配 营养美味 零食干果坚果礼盒 每日坚果(A) 750g(25g*30)
12442970034,99.00,100+,赠,每日坚果零食组合混合装每曰一日美日怀孕吃的非散装一只狐狸savanna蜂蜜坚果美国临期坚果脆kind
4802584,36.80,2300+,自营,京东超市华味亨 坚果炒货 办公室分享休闲零食 琥珀桃仁168g/袋
28680350695,128.00,700+,券9,雪山果园 天天坚果每日坚果礼盒  新疆特产8种混合坚果果干 孕妇零食 成人版（30g/袋x30）
11611722837,128.00,600+,京东,山萃（SUNDRY） 中粮每日坚果礼盒装孕妇儿童早餐休闲零食燕麦片混合坚果干果仁代餐粥 每日早餐40g*30袋礼盒装
1562101925,225.00,600+,,黄飞红 麻辣小鱼干花生98g*24袋整箱 黄飞鸿花生米坚果零食
15991432955,39.80,20+,券6,沙土 110g*10袋麻辣味花生米休闲零食喝酒花生米坚果炒货焦酥花生仁花生年货 麻辣味 椒盐口味 110g*10袋
10605134257,24.90,2700+,,盐津铺子 满199减120  蟹香蚕豆158g*2袋 豆瓣兰花豆坚果炒货零食小吃 蟹黄味
12293702117,29.90,1400+,每满,甘源 （第二件五折）综合豆果C500g 每日坚果礼盒 独立小包
30386851972,49.90,100+,免邮,鲜记 咸味核桃仁椒盐核桃仁158g*3坚果炒货 休闲零食 158g*3 椒盐味
17213207421,39.90,700+,,童年记 原味腰果仁265g独立小包装 干果仁 每日坚果 散装 炭烧腰果仁 孕妇坚果
1700181614,17.90,7800+,券9,洽洽【满188减100】 怪味花生200g*1袋 紫薯花生每日坚果炒货香裹衣花生三味恰恰好 五香味 1袋
27997251731,49.90,90+,,【满188减100】果园老农 碧根果168g 山核桃薄壳长寿果奶油味坚果零食特产
19834515176,49.99,1000+,,姚太太 满199减120 碳烤腰果188g 坚果炒货零食腰果 碳烤腰果188g
8477605,22.90,900+,厂商,京东超市百草味  裹衣夏威夷果仁80g  椰蓉黄油风味  夏威夷果坚果干果办公室休闲零食罐装
10961883016,45.80,900+,,百联 话梅味甘草味黑西瓜子900g桶装 休闲食品 坚果炒货零食 甘草味
14715681028,31.90,100+,券1,苏太太 混合坚果仁 每日坚果161g 原味什锦坚果仁零食A款23g*7袋 混合坚果原味23g*7袋
28062453515,36.90,70+,,【满188减100】果园老农 核桃仁128g袋装 核桃肉坚果仁休闲零食特产 原味
5310974,12.80,5900+,自营,京东超市俏香阁 坚果炒货 休闲零食 蟹香蚕豆235g/袋
26190269897,29.90,30+,,琦王 花生果 原味 袋装 炒花生 带壳 休闲零食 坚果 炒货 花生果500g原味×2袋
10236803006,32.90,2.1万+,,百草味 手剥山核桃190g 坚果炒货干果零食 临安特产小核桃 奶油味
7303283,19.80,1300+,自营,京东超市老街口 每日坚果 奶油味夏威夷果120g/袋（内含开果器）坚果零食干果
1990739,18.80,8300+,自营,京东超市一品巷子 坚果炒货 休闲零食 巴旦木100g/袋装
1667149738,65.00,2400+,,悠享佳 开心果 淡盐口味原味生开心果400g真空装 零食 坚果 淡盐焙烤
12460295606,36.00,400+,京东,京东超市BONPUR 坚果原味巴旦木仁休闲孕妇零食食品190g罐装坚果炒货干果
11102365916,99.00,5100+,,尚珍 每日坚果 优品孕妇食品混合干果休闲零食礼盒 成人喜爱（20g*30袋）600g
28061468656,22.90,30+,券5,【满188减100】果园老农 甘草味西瓜子288g 坚果炒货休闲零食特产小吃瓜子大包装 甘草味
20108454543,19.90,200+,免邮,楼兰丝路 【领券99减50】手剥巴旦木120g/袋 每日坚果干果零食 手剥纸皮扁桃仁
30753991230,139.00,300+,,味滋源 坚果炒货每日坚果零食果仁天天坚果礼盒 20g*30袋 600g/盒 600g
10431899413,36.90,1000+,券1,满199减120_西域美农 碧根果250g 零食坚果特产山核桃长寿果盐焗味
884933,7.90,1万+,自营,京东超市加州原野 坚果炒货 休闲零食 精选榛子100g/袋
11717692683,19.90,2000+,京东,京东超市沃隆 【领券199-100】零食坚果炒货干果特产 原味烘焙 腰果50g/袋
7030888,99.00,700+,自营,京东超市俏香阁 居逸生活系列 坚果炒货 休闲零食 罐装 盐焗味 巴旦木仁480g/罐
10476571292,54.90,8200+,券1,【安庆馆】野娃小炒五香花生米750g*2罐 新货零食坚果炒货
7639239,115.00,400+,自营,京东超市黄金田园 孕妇干果 混合坚果 成人款每日坚果900g/盒（30袋*30克）
10878711175,39.90,2800+,券6,甘源 蟹香味炒米四连包1140g 干果休闲零食大礼包小吃每日坚果混合坚果天天坚果
10966312582,118.00,5700+,京东,京东超市山萃 中粮每日坚果礼盒750g 孕妇儿童早餐零食 核桃果干果仁大礼包 25g*30袋
8133473,49.90,300+,自营,京东超市德国进口 劳仑兹（Lorenz）缤纷每日混合坚果(烤花生仁、榛子仁、扁桃仁、酸奶油味小麦粒、提子干)无盐175g
26330990930,79.00,900+,免邮,黄金田园每日坚果混合坚果孕妇干果成人款零食大礼包30袋
24745296693,11.90,1.7万+,京东,京东超市满199减120_百草味 紫薯花生128g 零食小吃炒货花生米休闲食品即食 MJ 烘烤
5254995,34.90,2900+,自营,京东超市姚生记 每日坚果 坚果炒货  蜜饯果干 休闲零食 一周能量包（25g*7包） 核桃专+混合果仁  175g/盒
7515932,39.90,400+,自营,京东超市阿甘正馔 休闲零食 混合果干坚果仁 每日坚果大礼包活力款25g*7袋
19924995551,9.90,2100+,满9,名创优品（MINISO） 休闲零食办公室小吃坚果特产板栗子仁美栗 有机甘栗仁 120g
10403781379,18.80,2000+,赠,芳草 原味葵瓜子218g罐装奶油味山核桃味香草葵瓜籽坚果炒货大颗粒休闲零食小吃 香草味
